"site","station","transect","session","date","trap_type","culex","aedes","wyeomyia"
"SOL",400,800,"SOL 27","11/17/2004","gravid",0,0,0
"SOL",800,800,"SOL 27","11/17/2004","gravid",0,0,0
"SOL",300,0,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",400,0,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",500,0,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",600,0,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",800,0,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",200,200,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",300,200,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",500,200,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",700,200,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",800,200,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",300,400,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",400,400,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",500,400,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",600,400,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",800,400,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",200,600,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",400,600,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",500,600,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",600,600,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",800,600,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",100,800,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",200,800,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",300,800,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",400,800,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",800,800,"SOL 27","11/18/2004","gravid",0,0,0
"SOL",300,0,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",400,0,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",500,0,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",600,0,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",800,0,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",200,200,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",300,200,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",500,200,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",700,200,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",800,200,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",300,400,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",400,400,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",500,400,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",600,400,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",800,400,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",200,600,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",400,600,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",500,600,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",600,600,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",800,600,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",100,800,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",200,800,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",300,800,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",400,800,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",800,800,"SOL 27","11/19/2004","gravid",0,0,0
"SOL",100,0,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",200,0,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",700,0,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",800,0,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",900,0,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",200,200,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",300,200,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",400,200,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",500,200,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",400,400,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",500,400,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",600,400,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",700,400,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",800,400,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",100,600,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",200,600,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",400,600,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",500,600,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",600,600,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",200,800,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",400,800,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",500,800,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",600,800,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",700,800,"SOL 28","12/14/2004","gravid",0,0,0
"SOL",100,0,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",200,0,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",700,0,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",800,0,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",900,0,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",200,200,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",300,200,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",400,200,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",500,200,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",400,400,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",500,400,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",600,400,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",700,400,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",800,400,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",100,600,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",200,600,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",400,600,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",500,600,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",600,600,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",200,800,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",400,800,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",500,800,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",600,800,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",700,800,"SOL 28","12/15/2004","gravid",0,0,0
"SOL",100,0,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",200,0,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",700,0,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",800,0,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",900,0,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",100,200,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",200,200,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",300,200,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",400,200,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",500,200,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",400,400,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",500,400,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",600,400,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",700,400,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",800,400,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",100,600,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",200,600,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",400,600,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",500,600,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",600,600,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",200,800,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",400,800,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",500,800,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",600,800,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",700,800,"SOL 28","12/16/2004","gravid",0,0,0
"SOL",100,0,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",200,0,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",700,0,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",800,0,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",900,0,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",100,200,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",200,200,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",300,200,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",400,200,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",500,200,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",400,400,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",500,400,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",600,400,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",700,400,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",800,400,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",100,600,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",200,600,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",400,600,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",500,600,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",200,800,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",400,800,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",500,800,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",600,800,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",700,800,"SOL 28","12/17/2004","gravid",0,0,0
"SOL",500,200,"SOL 28","12/21/2004","gravid",0,0,0
"SOL",400,800,"SOL 28","12/21/2004","gravid",0,0,0
"SOL",600,800,"SOL 28","12/21/2004","gravid",0,0,0
"WAI",200,0,"WAI 01","3/7/2002","gravid",0,0,0
"WAI",500,0,"WAI 01","3/7/2002","gravid",0,0,0
"WAI",100,200,"WAI 01","3/7/2002","gravid",0,0,0
"WAI",300,200,"WAI 01","3/7/2002","gravid",0,0,0
"WAI",200,400,"WAI 01","3/7/2002","gravid",0,0,0
"WAI",300,400,"WAI 01","3/7/2002","gravid",0,0,0
"WAI",500,400,"WAI 01","3/7/2002","gravid",0,0,0
"WAI",200,600,"WAI 01","3/7/2002","gravid",0,0,0
"WAI",400,600,"WAI 01","3/7/2002","gravid",0,0,0
"WAI",200,0,"WAI 01","3/8/2002","gravid",0,0,0
"WAI",500,0,"WAI 01","3/8/2002","gravid",0,0,0
"WAI",100,200,"WAI 01","3/8/2002","gravid",0,0,0
"WAI",300,200,"WAI 01","3/8/2002","gravid",0,0,0
"WAI",200,400,"WAI 01","3/8/2002","gravid",0,0,0
"WAI",300,400,"WAI 01","3/8/2002","gravid",0,0,0
"WAI",500,400,"WAI 01","3/8/2002","gravid",0,0,0
"WAI",200,600,"WAI 01","3/8/2002","gravid",0,0,0
"WAI",400,600,"WAI 01","3/8/2002","gravid",0,0,0
"WAI",600,600,"WAI 01","3/8/2002","gravid",0,0,0
"WAI",100,0,"WAI 01","3/9/2002","gravid",0,0,0
"WAI",200,0,"WAI 01","3/9/2002","gravid",0,0,0
"WAI",500,0,"WAI 01","3/9/2002","gravid",0,0,0
"WAI",100,200,"WAI 01","3/9/2002","gravid",0,0,0
"WAI",300,200,"WAI 01","3/9/2002","gravid",0,0,0
"WAI",900,200,"WAI 01","3/9/2002","gravid",0,0,0
"WAI",200,400,"WAI 01","3/9/2002","gravid",0,0,0
"WAI",300,400,"WAI 01","3/9/2002","gravid",0,0,0
"WAI",500,400,"WAI 01","3/9/2002","gravid",0,0,0
"WAI",200,600,"WAI 01","3/9/2002","gravid",0,0,0
"WAI",400,600,"WAI 01","3/9/2002","gravid",0,0,0
"WAI",600,600,"WAI 01","3/9/2002","gravid",0,0,0
"WAI",300,800,"WAI 01","3/9/2002","gravid",0,0,0
"WAI",500,800,"WAI 01","3/9/2002","gravid",0,0,0
"WAI",700,800,"WAI 01","3/9/2002","gravid",0,0,0
"WAI",200,0,"WAI 01","3/10/2002","gravid",1,0,0
"WAI",500,0,"WAI 01","3/10/2002","gravid",0,0,0
"WAI",100,200,"WAI 01","3/10/2002","gravid",0,0,0
"WAI",300,200,"WAI 01","3/10/2002","gravid",0,0,0
"WAI",900,200,"WAI 01","3/10/2002","gravid",0,0,0
"WAI",200,400,"WAI 01","3/10/2002","gravid",0,0,0
"WAI",300,400,"WAI 01","3/10/2002","gravid",0,0,0
"WAI",500,400,"WAI 01","3/10/2002","gravid",0,0,0
"WAI",200,600,"WAI 01","3/10/2002","gravid",0,0,0
"WAI",400,600,"WAI 01","3/10/2002","gravid",0,0,0
"WAI",300,800,"WAI 01","3/10/2002","gravid",0,0,0
"WAI",500,800,"WAI 01","3/10/2002","gravid",0,0,0
"WAI",700,800,"WAI 01","3/10/2002","gravid",0,0,0
"WAI",200,0,"WAI 01","3/11/2002","gravid",0,0,0
"WAI",500,0,"WAI 01","3/11/2002","gravid",0,0,0
"WAI",100,200,"WAI 01","3/11/2002","gravid",0,0,0
"WAI",300,200,"WAI 01","3/11/2002","gravid",0,0,0
"WAI",900,200,"WAI 01","3/11/2002","gravid",0,0,0
"WAI",200,400,"WAI 01","3/11/2002","gravid",0,0,0
"WAI",300,400,"WAI 01","3/11/2002","gravid",0,0,0
"WAI",500,400,"WAI 01","3/11/2002","gravid",0,0,0
"WAI",200,600,"WAI 01","3/11/2002","gravid",0,0,0
"WAI",400,600,"WAI 01","3/11/2002","gravid",0,0,0
"WAI",600,600,"WAI 01","3/11/2002","gravid",0,0,0
"WAI",300,800,"WAI 01","3/11/2002","gravid",0,0,0
"WAI",500,800,"WAI 01","3/11/2002","gravid",0,0,0
"WAI",700,800,"WAI 01","3/11/2002","gravid",0,0,0
"WAI",100,0,"WAI 02","4/16/2002","gravid",0,0,0
"WAI",400,0,"WAI 02","4/16/2002","gravid",0,0,0
"WAI",600,0,"WAI 02","4/16/2002","gravid",0,0,0
"WAI",700,0,"WAI 02","4/16/2002","gravid",0,0,0
"WAI",300,200,"WAI 02","4/16/2002","gravid",0,0,0
"WAI",400,200,"WAI 02","4/16/2002","gravid",0,0,0
"WAI",500,200,"WAI 02","4/16/2002","gravid",0,0,0
"WAI",900,200,"WAI 02","4/16/2002","gravid",0,0,0
"WAI",400,400,"WAI 02","4/16/2002","gravid",0,0,0
"WAI",200,600,"WAI 02","4/16/2002","gravid",0,0,0
"WAI",300,600,"WAI 02","4/16/2002","gravid",0,0,0
"WAI",800,600,"WAI 02","4/16/2002","gravid",0,0,0
"WAI",100,800,"WAI 02","4/16/2002","gravid",0,0,0
"WAI",400,800,"WAI 02","4/16/2002","gravid",0,0,0
"WAI",800,800,"WAI 02","4/16/2002","gravid",0,0,0
"WAI",100,0,"WAI 02","4/17/2002","gravid",0,0,0
"WAI",400,0,"WAI 02","4/17/2002","gravid",0,0,0
"WAI",600,0,"WAI 02","4/17/2002","gravid",0,0,0
"WAI",700,0,"WAI 02","4/17/2002","gravid",0,0,0
"WAI",300,200,"WAI 02","4/17/2002","gravid",0,0,0
"WAI",400,200,"WAI 02","4/17/2002","gravid",0,0,0
"WAI",500,200,"WAI 02","4/17/2002","gravid",0,0,0
"WAI",900,200,"WAI 02","4/17/2002","gravid",0,0,0
"WAI",400,400,"WAI 02","4/17/2002","gravid",0,0,0
"WAI",200,600,"WAI 02","4/17/2002","gravid",0,0,0
"WAI",800,600,"WAI 02","4/17/2002","gravid",0,0,0
"WAI",100,800,"WAI 02","4/17/2002","gravid",0,0,0
"WAI",400,800,"WAI 02","4/17/2002","gravid",0,0,0
"WAI",800,800,"WAI 02","4/17/2002","gravid",0,0,0
"WAI",100,0,"WAI 02","4/18/2002","gravid",0,0,0
"WAI",400,0,"WAI 02","4/18/2002","gravid",0,0,0
"WAI",600,0,"WAI 02","4/18/2002","gravid",0,0,0
"WAI",700,0,"WAI 02","4/18/2002","gravid",0,0,0
"WAI",300,200,"WAI 02","4/18/2002","gravid",0,0,0
"WAI",400,200,"WAI 02","4/18/2002","gravid",0,0,0
"WAI",500,200,"WAI 02","4/18/2002","gravid",0,0,0
"WAI",900,200,"WAI 02","4/18/2002","gravid",0,0,0
"WAI",400,400,"WAI 02","4/18/2002","gravid",0,0,0
"WAI",200,600,"WAI 02","4/18/2002","gravid",0,0,0
"WAI",300,600,"WAI 02","4/18/2002","gravid",0,0,0
"WAI",800,600,"WAI 02","4/18/2002","gravid",0,0,0
"WAI",100,800,"WAI 02","4/18/2002","gravid",0,0,0
"WAI",400,800,"WAI 02","4/18/2002","gravid",0,0,0
"WAI",800,800,"WAI 02","4/18/2002","gravid",0,0,0
"WAI",100,0,"WAI 02","4/19/2002","gravid",0,0,0
"WAI",400,0,"WAI 02","4/19/2002","gravid",0,0,0
"WAI",600,0,"WAI 02","4/19/2002","gravid",0,0,0
"WAI",700,0,"WAI 02","4/19/2002","gravid",0,0,0
"WAI",300,200,"WAI 02","4/19/2002","gravid",0,0,0
"WAI",400,200,"WAI 02","4/19/2002","gravid",0,0,0
"WAI",500,200,"WAI 02","4/19/2002","gravid",0,0,0
"WAI",900,200,"WAI 02","4/19/2002","gravid",0,0,0
"WAI",400,400,"WAI 02","4/19/2002","gravid",0,0,0
"WAI",200,600,"WAI 02","4/19/2002","gravid",0,0,0
"WAI",300,600,"WAI 02","4/19/2002","gravid",0,0,0
"WAI",800,600,"WAI 02","4/19/2002","gravid",0,0,0
"WAI",100,800,"WAI 02","4/19/2002","gravid",0,0,0
"WAI",400,800,"WAI 02","4/19/2002","gravid",0,0,0
"WAI",800,800,"WAI 02","4/19/2002","gravid",0,0,0
"WAI",100,0,"WAI 02","4/20/2002","gravid",0,0,0
"WAI",600,0,"WAI 02","4/20/2002","gravid",0,0,0
"WAI",700,0,"WAI 02","4/20/2002","gravid",0,0,0
"WAI",300,200,"WAI 02","4/20/2002","gravid",0,0,0
"WAI",400,200,"WAI 02","4/20/2002","gravid",0,0,0
"WAI",500,200,"WAI 02","4/20/2002","gravid",0,0,0
"WAI",400,400,"WAI 02","4/20/2002","gravid",0,0,0
"WAI",200,600,"WAI 02","4/20/2002","gravid",0,0,0
"WAI",300,600,"WAI 02","4/20/2002","gravid",0,0,0
"WAI",800,600,"WAI 02","4/20/2002","gravid",0,0,0
"WAI",100,800,"WAI 02","4/20/2002","gravid",0,0,0
"WAI",400,800,"WAI 02","4/20/2002","gravid",0,0,0
"WAI",800,800,"WAI 02","4/20/2002","gravid",0,0,0
"WAI",100,0,"WAI 02","4/21/2002","gravid",0,0,0
"WAI",400,0,"WAI 02","4/21/2002","gravid",0,0,0
"WAI",600,0,"WAI 02","4/21/2002","gravid",0,0,0
"WAI",300,200,"WAI 02","4/21/2002","gravid",0,0,0
"WAI",400,200,"WAI 02","4/21/2002","gravid",0,0,0
"WAI",400,400,"WAI 02","4/21/2002","gravid",0,0,0
"WAI",200,600,"WAI 02","4/21/2002","gravid",0,0,0
"WAI",300,600,"WAI 02","4/21/2002","gravid",0,0,0
"WAI",800,600,"WAI 02","4/21/2002","gravid",0,0,0
"WAI",100,800,"WAI 02","4/21/2002","gravid",0,0,0
"WAI",400,800,"WAI 02","4/21/2002","gravid",0,0,0
"WAI",800,800,"WAI 02","4/21/2002","gravid",0,0,0
"WAI",100,0,"WAI 02","4/22/2002","gravid",0,0,0
"WAI",400,0,"WAI 02","4/22/2002","gravid",0,0,0
"WAI",600,0,"WAI 02","4/22/2002","gravid",0,0,0
"WAI",700,0,"WAI 02","4/22/2002","gravid",0,0,0
"WAI",300,200,"WAI 02","4/22/2002","gravid",0,0,0
"WAI",500,200,"WAI 02","4/22/2002","gravid",0,0,0
"WAI",900,200,"WAI 02","4/22/2002","gravid",0,0,0
"WAI",400,400,"WAI 02","4/22/2002","gravid",0,0,0
"WAI",200,600,"WAI 02","4/22/2002","gravid",0,0,0
"WAI",300,600,"WAI 02","4/22/2002","gravid",0,0,0
"WAI",800,600,"WAI 02","4/22/2002","gravid",0,0,0
"WAI",100,800,"WAI 02","4/22/2002","gravid",0,0,0
"WAI",400,800,"WAI 02","4/22/2002","gravid",0,0,0
"WAI",800,800,"WAI 02","4/22/2002","gravid",0,0,0
"WAI",100,0,"WAI 02","4/23/2002","gravid",0,0,0
"WAI",400,0,"WAI 02","4/23/2002","gravid",0,0,0
"WAI",600,0,"WAI 02","4/23/2002","gravid",0,0,0
"WAI",700,0,"WAI 02","4/23/2002","gravid",0,0,0
"WAI",300,200,"WAI 02","4/23/2002","gravid",0,0,0
"WAI",400,200,"WAI 02","4/23/2002","gravid",0,0,0
"WAI",500,200,"WAI 02","4/23/2002","gravid",0,0,0
"WAI",900,200,"WAI 02","4/23/2002","gravid",0,0,0
"WAI",400,400,"WAI 02","4/23/2002","gravid",0,0,0
"WAI",200,600,"WAI 02","4/23/2002","gravid",0,0,0
"WAI",300,600,"WAI 02","4/23/2002","gravid",0,0,0
"WAI",800,600,"WAI 02","4/23/2002","gravid",0,0,0
"WAI",100,800,"WAI 02","4/23/2002","gravid",0,0,0
"WAI",400,800,"WAI 02","4/23/2002","gravid",0,0,0
"WAI",800,800,"WAI 02","4/23/2002","gravid",1,0,0
"WAI",100,0,"WAI 02","4/24/2002","gravid",0,0,0
"WAI",400,0,"WAI 02","4/24/2002","gravid",0,0,0
"WAI",600,0,"WAI 02","4/24/2002","gravid",0,0,0
"WAI",700,0,"WAI 02","4/24/2002","gravid",0,0,0
"WAI",300,200,"WAI 02","4/24/2002","gravid",0,0,0
"WAI",500,200,"WAI 02","4/24/2002","gravid",0,0,0
"WAI",900,200,"WAI 02","4/24/2002","gravid",0,0,0
"WAI",400,400,"WAI 02","4/24/2002","gravid",0,0,0
"WAI",200,600,"WAI 02","4/24/2002","gravid",0,0,0
"WAI",800,600,"WAI 02","4/24/2002","gravid",0,0,0
"WAI",100,800,"WAI 02","4/24/2002","gravid",0,0,0
"WAI",400,800,"WAI 02","4/24/2002","gravid",0,0,0
"WAI",800,800,"WAI 02","4/24/2002","gravid",0,0,0
"WAI",100,0,"WAI 03","6/13/2002","gravid",0,0,0
"WAI",200,0,"WAI 03","6/13/2002","gravid",0,0,0
"WAI",500,0,"WAI 03","6/13/2002","gravid",0,0,0
"WAI",600,0,"WAI 03","6/13/2002","gravid",0,0,0
"WAI",800,0,"WAI 03","6/13/2002","gravid",0,0,0
"WAI",300,200,"WAI 03","6/13/2002","gravid",0,0,0
"WAI",400,200,"WAI 03","6/13/2002","gravid",0,0,0
"WAI",500,200,"WAI 03","6/13/2002","gravid",0,0,0
"WAI",700,200,"WAI 03","6/13/2002","gravid",0,0,0
"WAI",800,200,"WAI 03","6/13/2002","gravid",0,0,0
"WAI",100,400,"WAI 03","6/13/2002","gravid",0,0,0
"WAI",200,400,"WAI 03","6/13/2002","gravid",0,0,0
"WAI",300,400,"WAI 03","6/13/2002","gravid",0,0,0
"WAI",400,400,"WAI 03","6/13/2002","gravid",0,0,0
"WAI",800,400,"WAI 03","6/13/2002","gravid",0,0,0
"WAI",100,600,"WAI 03","6/13/2002","gravid",0,0,0
"WAI",500,600,"WAI 03","6/13/2002","gravid",0,0,0
"WAI",800,600,"WAI 03","6/13/2002","gravid",0,0,0
"WAI",900,600,"WAI 03","6/13/2002","gravid",0,0,0
"WAI",100,800,"WAI 03","6/13/2002","gravid",0,0,0
"WAI",400,800,"WAI 03","6/13/2002","gravid",0,0,0
"WAI",600,800,"WAI 03","6/13/2002","gravid",0,0,0
"WAI",900,800,"WAI 03","6/13/2002","gravid",0,0,0
"WAI",100,0,"WAI 03","6/14/2002","gravid",0,0,0
"WAI",500,0,"WAI 03","6/14/2002","gravid",0,0,0
"WAI",600,0,"WAI 03","6/14/2002","gravid",0,0,0
"WAI",800,0,"WAI 03","6/14/2002","gravid",0,0,0
"WAI",300,200,"WAI 03","6/14/2002","gravid",0,0,0
"WAI",400,200,"WAI 03","6/14/2002","gravid",0,0,0
"WAI",500,200,"WAI 03","6/14/2002","gravid",0,0,0
"WAI",700,200,"WAI 03","6/14/2002","gravid",0,0,0
"WAI",800,200,"WAI 03","6/14/2002","gravid",0,0,0
"WAI",100,400,"WAI 03","6/14/2002","gravid",0,0,0
"WAI",200,400,"WAI 03","6/14/2002","gravid",0,0,0
"WAI",300,400,"WAI 03","6/14/2002","gravid",0,0,0
"WAI",400,400,"WAI 03","6/14/2002","gravid",0,0,0
"WAI",800,400,"WAI 03","6/14/2002","gravid",0,0,0
"WAI",100,600,"WAI 03","6/14/2002","gravid",0,0,0
"WAI",500,600,"WAI 03","6/14/2002","gravid",0,0,0
"WAI",800,600,"WAI 03","6/14/2002","gravid",0,0,0
"WAI",900,600,"WAI 03","6/14/2002","gravid",0,0,0
"WAI",100,800,"WAI 03","6/14/2002","gravid",0,0,0
"WAI",400,800,"WAI 03","6/14/2002","gravid",0,0,0
"WAI",600,800,"WAI 03","6/14/2002","gravid",0,0,0
"WAI",900,800,"WAI 03","6/14/2002","gravid",0,0,0
"WAI",100,0,"WAI 03","6/15/2002","gravid",0,0,0
"WAI",200,0,"WAI 03","6/15/2002","gravid",0,0,0
"WAI",500,0,"WAI 03","6/15/2002","gravid",0,0,0
"WAI",800,0,"WAI 03","6/15/2002","gravid",0,0,0
"WAI",300,200,"WAI 03","6/15/2002","gravid",0,0,0
"WAI",400,200,"WAI 03","6/15/2002","gravid",0,0,0
"WAI",500,200,"WAI 03","6/15/2002","gravid",0,0,0
"WAI",700,200,"WAI 03","6/15/2002","gravid",0,0,0
"WAI",800,200,"WAI 03","6/15/2002","gravid",0,0,0
"WAI",100,400,"WAI 03","6/15/2002","gravid",1,0,0
"WAI",200,400,"WAI 03","6/15/2002","gravid",1,0,0
"WAI",300,400,"WAI 03","6/15/2002","gravid",0,0,0
"WAI",400,400,"WAI 03","6/15/2002","gravid",0,0,0
"WAI",800,400,"WAI 03","6/15/2002","gravid",0,0,0
"WAI",100,600,"WAI 03","6/15/2002","gravid",0,0,0
"WAI",500,600,"WAI 03","6/15/2002","gravid",0,0,0
"WAI",800,600,"WAI 03","6/15/2002","gravid",0,0,0
"WAI",900,600,"WAI 03","6/15/2002","gravid",0,0,0
"WAI",100,800,"WAI 03","6/15/2002","gravid",0,0,0
"WAI",400,800,"WAI 03","6/15/2002","gravid",0,0,0
"WAI",600,800,"WAI 03","6/15/2002","gravid",0,0,0
"WAI",900,800,"WAI 03","6/15/2002","gravid",0,0,0
"WAI",100,0,"WAI 03","6/16/2002","gravid",0,0,0
"WAI",200,0,"WAI 03","6/16/2002","gravid",0,0,0
"WAI",500,0,"WAI 03","6/16/2002","gravid",0,0,0
"WAI",600,0,"WAI 03","6/16/2002","gravid",0,0,0
"WAI",800,0,"WAI 03","6/16/2002","gravid",0,0,0
"WAI",300,200,"WAI 03","6/16/2002","gravid",0,0,0
"WAI",400,200,"WAI 03","6/16/2002","gravid",0,0,0
"WAI",500,200,"WAI 03","6/16/2002","gravid",0,0,0
"WAI",700,200,"WAI 03","6/16/2002","gravid",0,0,0
"WAI",800,200,"WAI 03","6/16/2002","gravid",0,0,0
"WAI",100,400,"WAI 03","6/16/2002","gravid",2,0,0
"WAI",200,400,"WAI 03","6/16/2002","gravid",0,0,0
"WAI",300,400,"WAI 03","6/16/2002","gravid",0,0,0
"WAI",400,400,"WAI 03","6/16/2002","gravid",0,0,0
"WAI",800,400,"WAI 03","6/16/2002","gravid",0,0,0
"WAI",100,600,"WAI 03","6/16/2002","gravid",0,0,0
"WAI",500,600,"WAI 03","6/16/2002","gravid",0,0,0
