site,trap_type,transect,station,year,month,season,rainfall_season,x_long,y_lat,count,Cxpa,elevation,distance,precip,preciplag1,preciplag2,tmean,tmeanlag1,tmeanlag2,tmax,tmaxlag1,tmaxlag2,tmin,tminlag1,tminlag2
WAI,co2,400,300,2004,2,winter,wet,-155.2279565,19.6099491,1,1,982.71,3971.59,388,723,506,16.51,16.34,16.32,21.34,21.14,20.71,11.68,11.54,11.92
WAI,co2,400,600,2004,2,winter,wet,-155.2259318,19.61187368,0,0,959.72,3988.45,385,713,500,16.66,16.48,16.47,21.48,21.26,20.84,11.84,11.69,12.09
WAI,co2,600,400,2004,2,winter,wet,-155.2260288,19.60922037,1,1,973.24,3775.87,388,727,509,16.47,16.31,16.28,21.3,21.1,20.67,11.64,11.51,11.89
WAI,co2,600,500,2004,2,winter,wet,-155.2253632,19.60988182,1,1,964.3,3783.79,385,716,504,16.6,16.43,16.41,21.42,21.21,20.79,11.78,11.64,12.03
WAI,co2,800,500,2004,2,winter,wet,-155.2240955,19.60848852,0,0,953.61,3579.5,385,719,507,16.57,16.39,16.38,21.38,21.17,20.75,11.75,11.61,12
WAI,co2,0,900,2004,3,spring,wet,-155.2264551,19.61649763,0,0,945.41,4407.57,1115,388,714,16.04,16.68,16.5,19.96,21.51,21.3,12.11,11.85,11.69
WAI,co2,200,200,2004,3,spring,wet,-155.2298746,19.6106231,0,0,996.51,4162.11,1110,391,731,15.69,16.4,16.24,19.71,21.25,21.05,11.66,11.55,11.42
WAI,co2,200,800,2004,3,spring,wet,-155.225889,19.61448524,0,0,948.77,4201.39,1120,385,710,16.02,16.7,16.51,19.98,21.52,21.3,12.06,11.87,11.72
WAI,co2,400,700,2004,3,spring,wet,-155.2252948,19.61252897,0,0,952.16,3997.88,1121,385,713,15.95,16.66,16.48,19.94,21.48,21.26,11.95,11.84,11.69
WAI,co2,600,200,2004,3,spring,wet,-155.2273304,19.60790848,0,0,979.48,3758.86,1115,388,727,15.77,16.47,16.3,19.77,21.3,21.09,11.76,11.64,11.51
WAI,co2,800,100,2004,3,spring,wet,-155.2267376,19.60587278,0,0,976.52,3548.87,1114,388,731,15.76,16.46,16.29,19.76,21.28,21.07,11.76,11.64,11.51
WAI,co2,800,900,2004,3,spring,wet,-155.2214048,19.6110416,0,0,929.36,3601.54,1125,379,703,16.13,16.82,16.64,20.09,21.61,21.39,12.16,12.03,11.88
WAI,co2,0,800,2004,4,spring,wet,-155.2271046,19.61587471,2,1,949.25,4401.7,1002,1115,388,16.15,15.98,16.66,20.22,19.93,21.48,12.08,12.02,11.84
WAI,co2,200,800,2004,4,spring,wet,-155.225889,19.61448524,1,1,948.77,4201.39,997,1120,385,16.2,16.02,16.7,20.27,19.98,21.52,12.12,12.06,11.87
WAI,co2,200,900,2004,4,spring,wet,-155.2251883,19.61517659,3,1,943.82,4209.32,997,1120,385,16.2,16.02,16.7,20.27,19.98,21.52,12.12,12.06,11.87
WAI,co2,400,100,2004,4,spring,wet,-155.2292154,19.60862391,1,1,991.24,3950.48,998,1109,390,15.87,15.69,16.4,19.98,19.7,21.24,11.76,11.67,11.56
WAI,co2,400,800,2004,4,spring,wet,-155.2246127,19.6131692,4,1,947.05,4002.89,996,1121,385,16.14,15.95,16.66,20.23,19.94,21.48,12.04,11.96,11.84
WAI,co2,600,200,2004,4,spring,wet,-155.2273304,19.60790848,1,1,979.48,3758.86,995,1115,388,15.95,15.77,16.47,20.05,19.77,21.3,11.84,11.76,11.64
WAI,co2,800,100,2004,4,spring,wet,-155.2267376,19.60587278,11,1,976.52,3548.87,994,1114,388,15.94,15.76,16.46,20.03,19.76,21.28,11.85,11.76,11.64
WAI,co2,0,200,2004,5,spring,dry,-155.2310516,19.61197702,5,1,1002.47,4356.76,382,1008,1102,17.44,15.84,15.65,21.82,19.97,19.68,13.06,11.7,11.61
WAI,co2,0,600,2004,5,spring,dry,-155.2284309,19.61458521,14,1,959.67,4388.27,378,1006,1110,17.6,16.02,15.84,21.96,20.11,19.82,13.24,11.92,11.86
WAI,co2,200,600,2004,5,spring,dry,-155.2272105,19.61319129,0,0,965.32,4187.26,375,998,1116,17.64,16.03,15.85,21.98,20.14,19.85,13.29,11.92,11.84
WAI,co2,400,100,2004,5,spring,dry,-155.2292154,19.60862391,3,1,991.24,3950.48,380,998,1109,17.48,15.87,15.69,21.82,19.98,19.7,13.13,11.76,11.67
WAI,co2,400,400,2004,5,spring,dry,-155.2272585,19.61058565,3,1,974.72,3975.17,375,997,1116,17.59,15.99,15.8,21.93,20.09,19.81,13.24,11.88,11.79
WAI,co2,600,600,2004,5,spring,dry,-155.2246802,19.61048786,1,1,956.35,3785.91,371,993,1121,17.69,16.08,15.9,22.02,20.18,19.89,13.35,11.98,11.9
WAI,co2,800,600,2004,5,spring,dry,-155.2234386,19.60910946,2,1,947.8,3584.69,366,988,1123,17.8,16.2,16.01,22.1,20.27,19.98,13.5,12.13,12.04
WAI,co2,0,300,2004,6,summer,dry,-155.2304424,19.61259172,1,1,993.62,4364.78,299,379,1006,17.35,17.53,15.92,21.98,21.89,20.04,12.72,13.16,11.79
WAI,co2,0,600,2004,6,summer,dry,-155.2284309,19.61458521,4,1,959.67,4388.27,298,378,1006,17.43,17.6,16.02,22.04,21.96,20.11,12.81,13.24,11.92
WAI,co2,200,100,2004,6,summer,dry,-155.2305302,19.60997142,0,0,1000.36,4154.29,301,383,1002,17.21,17.38,15.77,21.87,21.76,19.91,12.55,13,11.63
WAI,co2,600,600,2004,6,summer,dry,-155.2246802,19.61048786,1,1,956.35,3785.91,294,371,993,17.51,17.69,16.08,22.1,22.02,20.18,12.92,13.35,11.98
WAI,co2,800,500,2004,6,summer,dry,-155.2240955,19.60848852,0,0,953.61,3579.5,295,371,992,17.48,17.66,16.05,22.07,21.98,20.14,12.89,13.33,11.96
WAI,co2,800,600,2004,6,summer,dry,-155.2234386,19.60910946,5,1,947.8,3584.69,292,366,988,17.63,17.8,16.2,22.18,22.1,20.27,13.08,13.5,12.13
WAI,co2,800,700,2004,6,summer,dry,-155.2227595,19.6097514,0,0,939.91,3590.05,291,367,988,17.63,17.8,16.2,22.19,22.12,20.28,13.06,13.48,12.11
WAI,co2,0,900,2004,7,summer,dry,-155.2264551,19.61649763,17,1,945.41,4407.57,230,295,373,18.19,17.58,17.75,23.11,22.16,22.1,13.27,12.99,13.4
WAI,co2,200,600,2004,7,summer,dry,-155.2272105,19.61319129,5,1,965.32,4187.26,230,296,375,18.02,17.47,17.64,23.03,22.07,21.98,13.01,12.86,13.29
WAI,co2,200,900,2004,7,summer,dry,-155.2251883,19.61517659,11,1,943.82,4209.32,229,293,370,18.18,17.6,17.77,23.13,22.18,22.11,13.23,13.02,13.43
WAI,co2,400,100,2004,7,summer,dry,-155.2292154,19.60862391,10,1,991.24,3950.48,231,300,380,17.88,17.31,17.48,22.91,21.94,21.82,12.85,12.68,13.13
WAI,co2,800,100,2004,7,summer,dry,-155.2267376,19.60587278,83,1,976.52,3548.87,229,298,375,17.95,17.39,17.55,22.95,21.99,21.87,12.94,12.78,13.22
WAI,co2,800,200,2004,7,summer,dry,-155.22606,19.60650387,7,1,970.73,3553.44,229,298,375,17.95,17.39,17.55,22.95,21.99,21.87,12.94,12.78,13.22
WAI,co2,800,700,2004,7,summer,dry,-155.2227595,19.6097514,24,1,939.91,3590.05,227,291,367,18.19,17.63,17.8,23.15,22.19,22.12,13.22,13.06,13.48
WAI,co2,0,100,2004,8,summer,dry,-155.231702,19.6113207,7,1,1010.83,4348.2,230,232,301,18.54,17.78,17.21,23.67,22.84,21.87,13.4,12.71,12.55
WAI,co2,0,500,2004,8,summer,dry,-155.2290979,19.613927,55,1,972.26,4380.72,229,231,299,18.67,17.92,17.35,23.77,22.95,21.98,13.57,12.88,12.72
WAI,co2,0,800,2004,8,summer,dry,-155.2271046,19.61587471,9,1,949.25,4401.7,228,230,296,18.87,18.14,17.56,23.92,23.09,22.13,13.82,13.19,12.98
WAI,co2,200,500,2004,8,summer,dry,-155.2278497,19.61256963,15,1,970.85,4180.77,228,230,296,18.79,18.02,17.47,23.86,23.03,22.07,13.71,13.01,12.86
WAI,co2,200,900,2004,8,summer,dry,-155.2251883,19.61517659,38,1,943.82,4209.32,227,229,293,18.92,18.18,17.6,23.96,23.13,22.18,13.87,13.23,13.02
WAI,co2,600,400,2004,8,summer,dry,-155.2260288,19.60922037,11,1,973.24,3775.87,229,229,297,18.72,17.96,17.39,23.81,22.97,22,13.63,12.94,12.78
WAI,co2,600,500,2004,8,summer,dry,-155.2253632,19.60988182,4,1,964.3,3783.79,227,228,294,18.84,18.07,17.51,23.9,23.06,22.1,13.78,13.08,12.92
WAI,co2,0,300,2004,9,fall,dry,-155.2304424,19.61259172,19,1,993.62,4364.78,140,229,231,18.62,18.67,17.92,24.28,23.77,22.95,12.96,13.57,12.88
WAI,co2,0,800,2004,9,fall,dry,-155.2271046,19.61587471,9,1,949.25,4401.7,139,228,230,18.86,18.87,18.14,24.44,23.92,23.09,13.27,13.82,13.19
WAI,co2,0,900,2004,9,fall,dry,-155.2264551,19.61649763,28,1,945.41,4407.57,139,228,230,18.91,18.89,18.19,24.46,23.93,23.11,13.35,13.84,13.27
WAI,co2,200,600,2004,9,fall,dry,-155.2272105,19.61319129,5,1,965.32,4187.26,139,228,230,18.73,18.79,18.02,24.37,23.86,23.03,13.09,13.71,13.01
WAI,co2,400,400,2004,9,fall,dry,-155.2272585,19.61058565,16,1,974.72,3975.17,139,228,230,18.69,18.75,17.98,24.34,23.83,22.99,13.04,13.66,12.97
WAI,co2,400,800,2004,9,fall,dry,-155.2246127,19.6131692,24,1,947.05,4002.89,138,227,228,18.84,18.89,18.13,24.46,23.94,23.11,13.21,13.83,13.14
WAI,co2,800,600,2004,9,fall,dry,-155.2234386,19.60910946,14,1,947.8,3584.69,138,227,227,18.92,18.96,18.19,24.52,23.99,23.14,13.31,13.93,13.23
WAI,co2,0,100,2004,10,fall,dry,-155.231702,19.6113207,1,1,1010.83,4348.2,564,140,230,17.94,18.48,18.54,22.69,24.17,23.67,13.18,12.79,13.4
WAI,co2,0,300,2004,10,fall,dry,-155.2304424,19.61259172,2,1,993.62,4364.78,564,140,229,18.07,18.62,18.67,22.8,24.28,23.77,13.34,12.96,13.57
WAI,co2,0,500,2004,10,fall,dry,-155.2290979,19.613927,28,1,972.26,4380.72,564,140,229,18.07,18.62,18.67,22.8,24.28,23.77,13.34,12.96,13.57
WAI,co2,200,400,2004,10,fall,dry,-155.2285462,19.61191047,9,1,980.01,4175.21,564,140,229,18.08,18.63,18.68,22.81,24.29,23.77,13.34,12.96,13.58
WAI,co2,200,700,2004,10,fall,dry,-155.2265047,19.61387781,4,1,955.81,4194.43,562,139,228,18.19,18.73,18.79,22.9,24.37,23.86,13.47,13.09,13.71
WAI,co2,200,800,2004,10,fall,dry,-155.225889,19.61448524,6,1,948.77,4201.39,558,138,227,18.32,18.9,18.92,23.02,24.48,23.96,13.61,13.31,13.87
WAI,co2,600,200,2004,10,fall,dry,-155.2273304,19.60790848,22,1,979.48,3758.86,563,139,229,18.12,18.67,18.72,22.83,24.32,23.81,13.4,13.01,13.63
WAI,co2,600,700,2004,10,fall,dry,-155.2239696,19.61111832,1,1,947.11,3788.11,561,138,227,18.24,18.79,18.84,22.94,24.42,23.9,13.54,13.15,13.78
WAI,co2,800,500,2004,10,fall,dry,-155.2240955,19.60848852,0,0,953.61,3579.5,561,138,228,18.21,18.77,18.82,22.91,24.4,23.88,13.51,13.13,13.75
WAI,co2,200,200,2004,11,fall,wet,-155.2298746,19.6106231,5,1,996.51,4162.11,453,564,140,16.94,18.04,18.58,21.42,22.77,24.25,12.45,13.3,12.91
WAI,co2,200,500,2004,11,fall,wet,-155.2278497,19.61256963,1,1,970.85,4180.77,454,562,139,17.09,18.19,18.73,21.56,22.9,24.37,12.62,13.47,13.09
WAI,co2,200,700,2004,11,fall,wet,-155.2265047,19.61387781,5,1,955.81,4194.43,454,562,139,17.09,18.19,18.73,21.56,22.9,24.37,12.62,13.47,13.09
WAI,co2,400,300,2004,11,fall,wet,-155.2279565,19.6099491,0,0,982.71,3971.59,453,562,139,17.05,18.15,18.69,21.52,22.86,24.34,12.57,13.43,13.04
WAI,co2,600,500,2004,11,fall,wet,-155.2253632,19.60988182,0,0,964.3,3783.79,453,561,138,17.14,18.24,18.79,21.6,22.94,24.42,12.68,13.54,13.15
WAI,co2,600,800,2004,11,fall,wet,-155.2233419,19.61176452,1,1,940.86,3797.44,452,556,137,17.3,18.39,18.94,21.75,23.07,24.55,12.84,13.7,13.32
WAI,co2,800,800,2004,11,fall,wet,-155.2220958,19.61038351,24,1,933.86,3595.68,452,557,137,17.26,18.36,18.91,21.71,23.04,24.52,12.81,13.67,13.29
WAI,co2,0,100,2004,12,winter,wet,-155.231702,19.6113207,1,1,1010.83,4348.2,369,453,564,15.95,16.82,17.94,20.72,21.32,22.69,11.18,12.32,13.18
WAI,co2,0,900,2004,12,winter,wet,-155.2264551,19.61649763,6,1,945.41,4407.57,371,454,559,16.35,17.27,18.29,20.98,21.68,23,11.71,12.86,13.58
WAI,co2,200,100,2004,12,winter,wet,-155.2305302,19.60997142,0,0,1000.36,4154.29,369,453,564,15.95,16.83,17.94,20.72,21.33,22.69,11.18,12.33,13.18
WAI,co2,400,500,2004,12,winter,wet,-155.2266011,19.61118515,0,0,966.69,3978.55,371,453,562,16.15,17.05,18.15,20.87,21.52,22.86,11.42,12.57,13.43
WAI,co2,400,600,2004,12,winter,wet,-155.2259318,19.61187368,0,0,959.72,3988.45,371,454,559,16.28,17.2,18.29,20.97,21.66,22.98,11.58,12.73,13.59
WAI,co2,400,800,2004,12,winter,wet,-155.2246127,19.6131692,2,1,947.05,4002.89,371,454,559,16.28,17.2,18.29,20.97,21.66,22.98,11.58,12.73,13.59
WAI,co2,800,600,2004,12,winter,wet,-155.2234386,19.60910946,4,1,947.8,3584.69,372,451,558,16.35,17.26,18.36,21.02,21.7,23.03,11.67,12.82,13.69
WAI,gravid,200,100,2002,3,spring,wet,-155.2305,19.60997,0,0,1000.36,4154.29,384,383,900,15.09,14.23,15.75,19.95,18.84,20.4,10.22,9.61,11.1
WAI,gravid,200,300,2002,3,spring,wet,-155.2292,19.61125,0,0,989.88,4169.65,386,382,893,15.19,14.33,15.85,20.04,18.92,20.48,10.34,9.73,11.21
WAI,gravid,400,300,2002,3,spring,wet,-155.228,19.60995,0,0,982.71,3971.59,387,381,885,15.3,14.43,15.95,20.13,19,20.57,10.47,9.85,11.33
WAI,gravid,600,200,2002,3,spring,wet,-155.2273,19.60791,0,0,979.48,3758.86,385,382,888,15.27,14.4,15.92,20.09,18.97,20.53,10.44,9.82,11.31
WAI,gravid,800,300,2002,3,spring,wet,-155.2254,19.60711,0,0,965.6,3557.81,384,381,884,15.35,14.48,16,20.15,19.02,20.58,10.55,9.93,11.41
WAI,gravid,0,400,2002,4,spring,wet,-155.2297,19.61328,0,0,983.88,4373.05,428,387,381,16.62,15.24,14.37,21.34,20.09,18.96,11.89,10.38,9.77
WAI,gravid,0,700,2002,4,spring,wet,-155.2278,19.61521,0,0,952.57,4395.41,424,390,379,16.83,15.48,14.57,21.5,20.28,19.13,12.15,10.67,10
WAI,gravid,200,300,2002,4,spring,wet,-155.2292,19.61125,0,0,989.88,4169.65,428,386,382,16.57,15.19,14.33,21.3,20.04,18.92,11.84,10.34,9.73
WAI,gravid,200,400,2002,4,spring,wet,-155.2285,19.61191,0,0,980.01,4175.21,428,387,381,16.62,15.24,14.37,21.34,20.09,18.96,11.89,10.39,9.77
WAI,gravid,800,800,2002,4,spring,wet,-155.2221,19.61038,1,1,933.86,3595.68,419,387,378,16.89,15.51,14.63,21.56,20.32,19.17,12.21,10.7,10.08
WAI,gravid,0,200,2002,6,summer,dry,-155.2311,19.61198,0,0,1002.47,4356.76,386,829,430,17.22,16.9,16.53,22.38,21.43,21.27,12.05,12.36,11.79
WAI,gravid,0,600,2002,6,summer,dry,-155.2284,19.61459,0,0,959.67,4388.27,386,825,428,17.36,17.03,16.69,22.49,21.54,21.39,12.23,12.52,11.99
WAI,gravid,200,400,2002,6,summer,dry,-155.2285,19.61191,0,0,980.01,4175.21,386,825,428,17.3,16.98,16.62,22.44,21.5,21.34,12.15,12.45,11.89
WAI,gravid,200,700,2002,6,summer,dry,-155.2265,19.61388,0,0,955.81,4194.43,384,819,425,17.4,17.08,16.72,22.52,21.57,21.43,12.28,12.58,12.01
WAI,gravid,400,100,2002,6,summer,dry,-155.2292,19.60862,3,1,991.24,3950.48,385,821,428,17.26,16.95,16.58,22.4,21.47,21.3,12.11,12.43,11.86
WAI,gravid,600,800,2002,6,summer,dry,-155.2233,19.61176,0,0,940.86,3797.44,379,802,418,17.6,17.27,16.92,22.68,21.73,21.59,12.52,12.8,12.24
WAI,gravid,800,600,2002,6,summer,dry,-155.2234,19.60911,0,0,947.8,3584.69,380,803,420,17.57,17.25,16.9,22.64,21.7,21.56,12.5,12.79,12.23
WAI,gravid,400,200,2002,7,summer,dry,-155.2286,19.60929,0,0,987.87,3961.14,534,385,821,17.61,17.26,16.95,21.78,22.41,21.47,13.44,12.11,12.43
WAI,gravid,600,200,2002,7,summer,dry,-155.2273,19.60791,0,0,979.48,3758.86,534,384,815,17.68,17.33,17.02,21.83,22.46,21.52,13.53,12.2,12.51
WAI,gravid,600,500,2002,7,summer,dry,-155.2254,19.60988,0,0,964.3,3783.79,534,382,809,17.8,17.46,17.13,21.92,22.56,21.61,13.67,12.35,12.64
WAI,gravid,600,800,2002,7,summer,dry,-155.2233,19.61176,0,0,940.86,3797.44,533,379,802,17.95,17.6,17.27,22.04,22.68,21.73,13.85,12.52,12.8
WAI,gravid,800,500,2002,7,summer,dry,-155.2241,19.60849,0,0,953.61,3579.5,533,382,810,17.78,17.43,17.11,21.9,22.53,21.59,13.65,12.32,12.62
WAI,gravid,800,800,2002,7,summer,dry,-155.2221,19.61038,0,0,933.86,3595.68,532,380,803,17.91,17.57,17.24,22.01,22.65,21.7,13.81,12.49,12.77
WAI,gravid,0,100,2002,8,summer,dry,-155.2317,19.61132,0,0,1010.83,4348.2,487,535,386,17.89,17.51,17.16,22.55,21.71,22.34,13.23,13.3,11.97
WAI,gravid,0,300,2002,8,summer,dry,-155.2304,19.61259,0,0,993.62,4364.78,490,537,386,18.03,17.64,17.3,22.65,21.81,22.44,13.41,13.47,12.15
WAI,gravid,200,800,2002,8,summer,dry,-155.2259,19.61449,0,0,948.77,4201.39,489,536,382,18.27,17.87,17.54,22.84,21.98,22.63,13.7,13.76,12.44
WAI,gravid,200,900,2002,8,summer,dry,-155.2252,19.61518,0,0,943.82,4209.32,489,536,382,18.27,17.88,17.54,22.84,21.99,22.63,13.7,13.76,12.44
WAI,gravid,400,100,2002,8,summer,dry,-155.2292,19.60862,0,0,991.24,3950.48,486,534,385,18,17.61,17.26,22.62,21.78,22.4,13.37,13.44,12.11
WAI,gravid,400,200,2002,8,summer,dry,-155.2286,19.60929,0,0,987.87,3961.14,486,534,385,18,17.61,17.26,22.62,21.78,22.41,13.37,13.44,12.11
WAI,gravid,600,700,2002,8,summer,dry,-155.224,19.61112,1,1,947.11,3788.11,487,534,382,18.2,17.8,17.46,22.78,21.92,22.56,13.61,13.67,12.35
WAI,gravid,800,900,2002,8,summer,dry,-155.2214,19.61104,1,1,929.36,3601.54,484,530,377,18.42,18.02,17.68,22.95,22.09,22.74,13.88,13.94,12.62
WAI,gravid,0,300,2002,9,fall,dry,-155.2304,19.61259,0,0,993.62,4364.78,329,490,537,17.35,18.03,17.64,21.91,22.65,21.81,12.79,13.41,13.47
WAI,gravid,0,500,2002,9,fall,dry,-155.2291,19.61393,0,0,972.26,4380.72,329,490,537,17.36,18.03,17.64,21.92,22.65,21.81,12.79,13.41,13.47
WAI,gravid,0,600,2002,9,fall,dry,-155.2284,19.61459,1,1,959.67,4388.27,329,491,538,17.44,18.1,17.71,21.97,22.7,21.85,12.9,13.49,13.56
WAI,gravid,200,200,2002,9,fall,dry,-155.2299,19.61062,1,1,996.51,4162.11,329,488,536,17.32,17.99,17.61,21.88,22.62,21.78,12.75,13.36,13.43
WAI,gravid,600,200,2002,9,fall,dry,-155.2273,19.60791,0,0,979.48,3758.86,329,486,534,17.4,18.07,17.68,21.94,22.68,21.83,12.85,13.46,13.53
WAI,gravid,800,400,2002,9,fall,dry,-155.2247,19.6078,0,0,959.42,3568.76,328,486,533,17.49,18.17,17.78,22.02,22.75,21.9,12.96,13.58,13.65
WAI,gravid,800,800,2002,9,fall,dry,-155.2221,19.61038,1,1,933.86,3595.68,326,486,532,17.64,18.31,17.91,22.15,22.87,22.01,13.12,13.75,13.81
WAI,gravid,0,200,2002,10,fall,dry,-155.2311,19.61198,0,0,1002.47,4356.76,386,330,489,17.79,17.28,17.95,22.67,21.85,22.59,12.91,12.7,13.31
WAI,gravid,0,300,2002,10,fall,dry,-155.2304,19.61259,0,0,993.62,4364.78,385,329,490,17.87,17.35,18.03,22.74,21.91,22.65,13,12.79,13.41
WAI,gravid,400,900,2002,10,fall,dry,-155.2239,19.61379,0,0,942.47,4007.76,381,326,488,18.09,17.57,18.24,22.92,22.09,22.81,13.25,13.05,13.66
WAI,gravid,600,800,2002,10,fall,dry,-155.2233,19.61176,0,0,940.86,3797.44,378,325,487,18.18,17.67,18.34,23,22.18,22.9,13.36,13.16,13.78
WAI,gravid,800,200,2002,10,fall,dry,-155.2261,19.6065,1,1,970.73,3553.44,380,329,484,17.92,17.39,18.07,22.75,21.93,22.67,13.08,12.85,13.47
WAI,gravid,800,500,2002,10,fall,dry,-155.2241,19.60849,0,0,953.61,3579.5,379,328,486,18.02,17.49,18.17,22.85,22.02,22.75,13.18,12.96,13.58
WAI,gravid,800,800,2002,10,fall,dry,-155.2221,19.61038,0,0,933.86,3595.68,378,326,486,18.15,17.64,18.31,22.97,22.15,22.87,13.33,13.12,13.75
WAI,gravid,0,100,2002,11,fall,wet,-155.2317,19.61132,0,0,1010.83,4348.2,55,385,330,16.91,17.74,17.21,22.13,22.62,21.8,11.68,12.85,12.62
WAI,gravid,200,500,2002,11,fall,wet,-155.2278,19.61257,0,0,970.85,4180.77,55,383,328,17.15,17.98,17.47,22.33,22.83,22.01,11.97,13.13,12.92
WAI,gravid,200,900,2002,11,fall,wet,-155.2252,19.61518,0,0,943.82,4209.32,54,380,326,17.32,18.11,17.61,22.45,22.95,22.12,12.18,13.27,13.1
WAI,gravid,400,100,2002,11,fall,wet,-155.2292,19.60862,0,0,991.24,3950.48,55,382,330,17.02,17.84,17.32,22.21,22.7,21.88,11.82,12.98,12.76
WAI,gravid,400,300,2002,11,fall,wet,-155.228,19.60995,1,1,982.71,3971.59,55,383,328,17.12,17.94,17.43,22.3,22.79,21.97,11.93,13.09,12.88
WAI,gravid,600,500,2002,11,fall,wet,-155.2254,19.60988,0,0,964.3,3783.79,55,381,327,17.21,18.04,17.52,22.38,22.87,22.05,12.04,13.2,12.99
WAI,gravid,600,600,2002,11,fall,wet,-155.2247,19.61049,0,0,956.35,3785.91,55,381,327,17.21,18.04,17.52,22.38,22.87,22.05,12.04,13.2,12.99
WAI,gravid,800,100,2002,11,fall,wet,-155.2267,19.60587,0,0,976.52,3548.87,55,380,329,17.09,17.92,17.39,22.27,22.75,21.93,11.91,13.08,12.85
WAI,gravid,800,200,2002,11,fall,wet,-155.2261,19.6065,0,0,970.73,3553.44,55,380,329,17.09,17.92,17.39,22.27,22.75,21.93,11.91,13.08,12.85
WAI,gravid,0,900,2002,12,winter,wet,-155.2265,19.6165,0,0,945.41,4407.57,345,54,384,16.19,17.33,18.09,21.08,22.43,22.93,11.3,12.22,13.24
WAI,gravid,200,900,2002,12,winter,wet,-155.2252,19.61518,0,0,943.82,4209.32,344,54,380,16.2,17.32,18.11,21.09,22.45,22.95,11.31,12.18,13.27
WAI,gravid,400,500,2002,12,winter,wet,-155.2266,19.61119,0,0,966.69,3978.55,343,55,383,16.03,17.12,17.94,20.94,22.3,22.79,11.11,11.93,13.09
WAI,gravid,400,700,2002,12,winter,wet,-155.2253,19.61253,0,0,952.16,3997.88,343,55,381,16.17,17.26,18.09,21.06,22.42,22.92,11.27,12.09,13.25
WAI,gravid,600,300,2002,12,winter,wet,-155.2267,19.60858,0,0,977.5,3768.25,342,55,381,16,17.09,17.92,20.91,22.28,22.76,11.09,11.9,13.07
WAI,gravid,800,300,2002,12,winter,wet,-155.2254,19.60711,0,0,965.6,3557.81,342,55,378,16.08,17.18,18.01,20.96,22.35,22.83,11.19,12.01,13.18
WAI,gravid,800,400,2002,12,winter,wet,-155.2247,19.6078,0,0,959.42,3568.76,342,55,379,16.09,17.19,18.01,20.98,22.36,22.84,11.19,12.01,13.18
WAI,gravid,0,300,2003,1,winter,wet,-155.2304,19.61259,0,0,993.62,4364.78,52,344,55,15.98,15.97,17.05,21.55,20.9,22.24,10.41,11.03,11.85
WAI,gravid,0,800,2003,1,winter,wet,-155.2271,19.61587,0,0,949.25,4401.7,51,344,54,16.18,16.17,17.28,21.72,21.06,22.41,10.63,11.27,12.14
WAI,gravid,200,100,2003,1,winter,wet,-155.2305,19.60997,0,0,1000.36,4154.29,52,343,55,15.84,15.83,16.91,21.42,20.78,22.13,10.26,10.87,11.69
WAI,gravid,600,200,2003,1,winter,wet,-155.2273,19.60791,0,0,979.48,3758.86,52,342,55,16.01,16,17.09,21.55,20.91,22.28,10.46,11.09,11.9
WAI,gravid,600,300,2003,1,winter,wet,-155.2267,19.60858,0,0,977.5,3768.25,52,342,55,16.01,16,17.09,21.56,20.91,22.28,10.46,11.09,11.9
WAI,gravid,600,700,2003,1,winter,wet,-155.224,19.61112,0,0,947.11,3788.11,51,343,55,16.13,16.12,17.21,21.67,21.01,22.38,10.59,11.22,12.04
WAI,gravid,800,500,2003,1,winter,wet,-155.2241,19.60849,0,0,953.61,3579.5,51,342,55,16.11,16.09,17.19,21.64,20.98,22.36,10.57,11.19,12.01
WAI,gravid,800,800,2003,1,winter,wet,-155.2221,19.61038,0,0,933.86,3595.68,50,342,55,16.24,16.22,17.33,21.76,21.1,22.48,10.71,11.34,12.17
WAI,gravid,0,200,2003,2,winter,wet,-155.2311,19.61198,0,0,1002.47,4356.76,224,52,343,15.26,15.91,15.89,20.17,21.49,20.84,10.35,10.32,10.94
WAI,gravid,0,600,2003,2,winter,wet,-155.2284,19.61459,0,0,959.67,4388.27,224,51,344,15.41,16.05,16.04,20.3,21.62,20.96,10.52,10.48,11.12
WAI,gravid,200,100,2003,2,winter,wet,-155.2305,19.60997,0,0,1000.36,4154.29,223,52,343,15.2,15.84,15.83,20.11,21.42,20.78,10.28,10.26,10.87
WAI,gravid,400,300,2003,2,winter,wet,-155.228,19.60995,0,0,982.71,3971.59,222,51,343,15.4,16.04,16.03,20.28,21.59,20.94,10.52,10.49,11.11
WAI,gravid,400,500,2003,2,winter,wet,-155.2266,19.61119,0,0,966.69,3978.55,222,51,343,15.4,16.04,16.03,20.28,21.59,20.94,10.52,10.49,11.11
WAI,gravid,600,300,2003,2,winter,wet,-155.2267,19.60858,0,0,977.5,3768.25,221,52,342,15.37,16.01,16,20.24,21.56,20.91,10.49,10.46,11.09
WAI,gravid,600,700,2003,2,winter,wet,-155.224,19.61112,0,0,947.11,3788.11,222,51,343,15.5,16.13,16.12,20.36,21.67,21.01,10.63,10.59,11.22
WAI,gravid,600,900,2003,2,winter,wet,-155.2227,19.61244,0,0,934.28,3807.25,221,50,342,15.64,16.27,16.26,20.49,21.8,21.14,10.79,10.74,11.38
WAI,gravid,0,100,2003,3,spring,wet,-155.2317,19.61132,0,0,1010.83,4348.2,61,223,52,16.05,15.19,15.84,21.37,20.1,21.42,10.72,10.27,10.25
